symbol,entrez,logfc,adjpv
"ADORA1",134,1.20289100904218,0.000001
"ADSL",158,0.433704522895811,0.000001
"ARRB1",408,-0.716975726720316,0.000001
"BCS1L",617,0.596921323905816,0.000001
"BIK",638,-1.2485393775733,0.000001
"BYSL",705,0.847213019878128,0.000001
"LDLRAD4",753,-1.20641496309889,0.000001
"CA12",771,1.21896442499454,0.000001
"CBFA2T3",863,0.554180259112899,0.000001
"CISH",1154,0.553161357856994,0.000001
"DDX10",1662,0.404825607440469,0.000001
"EFNA1",1942,-0.932571716679803,0.000001
"CELSR2",1952,1.16427762441426,0.000001
"EGR3",1960,4.25825978629039,0.000001
"ELF5",2001,-0.809300237946067,0.000001
"SLC29A1",2030,0.455991691494713,0.000001
"ETF1",2107,0.27228036576958,0.000001
"FABP5",2171,1.07055358537431,0.000001
"FARSA",2193,0.438561768696566,0.000001
"FGF13",2258,-1.56423815624373,0.000001
"FHL2",2274,1.58346359711905,0.000001
"FOXC1",2296,1.01594546523884,0.000001
"FOSL2",2355,1.2602041429974,0.000001
"GEM",2669,1.25543116042358,0.000001
"GLA",2717,0.906541295395277,0.000001
"GNS",2799,-0.440079245763112,0.000001
"GRB14",2888,-1.27550320189997,0.000001
"HMBS",3145,0.407449329957329,0.000001
"FOXA1",3169,-0.614636973107448,0.000001
"ID1",3397,-1.10783496523835,0.000001
"ID3",3399,-0.895923652820821,0.000001
"IGFBP3",3486,-1.07932047557606,0.000001
"IL1R1",3554,-1.54338269298253,0.000001
"KARS",3735,0.207985623935361,0.000001
"MB",4151,-0.688720491276611,0.000001
"MTRR",4552,0.446737077786225,0.000001
"MYC",4609,0.760414773201637,0.000001
"PAK2",5062,-0.395948262135191,0.000001
"PDZK1",5174,2.9260016129996,0.000001
"PGR",5241,2.6875282764945,0.000001
"PODXL",5420,0.839461006170998,0.000001
"POLD2",5425,0.372757623314765,0.000001
"PPL",5493,-0.50254067576096,0.000001
"PKIB",5570,0.7879592252071,0.000001
"MRPS12",6183,0.753992018521831,0.000001
"RPS6KA3",6197,0.954481774089711,0.000001
"SARS",6301,0.392241549865705,0.000001
"SCO1",6341,0.451938168845385,0.000001
"CXCL12",6387,2.17014717927266,0.000001
"SGK1",6446,1.24677930743622,0.000001
"SIAH2",6478,1.08774044774854,0.000001
