symbol,entrez,logfc,adjpv
"CX3CL1",6376,7.44129445551331,0.0000109394176592468
"RIPK2",8767,3.3083498732252,0.0000109394176592468
"IL18R1",8809,5.43671042763481,0.0000109394176592468
"CCL20",6364,7.66058836331979,0.00012892870878244
"TRAF1",7185,6.71819280843665,0.000156200950032408
"CD69",969,7.11400412500377,0.000271798083649813
"SELE",6401,6.68952981151915,0.000271798083649813
"VCAM1",7412,7.66538755875696,0.000271798083649813
"BTN3A3",10384,1.56065890175787,0.000271798083649813
"CSF2RB",1439,1.8370034493824,0.000327332406460335
"TNFAIP3",7128,6.36468584502965,0.000349810346022618
"LTB",4050,7.01084933277267,0.000504347833330082
"SLC12A2",6558,1.94373028631199,0.000587602539532117
"IRF1",3659,4.34961444879171,0.000678981391955478
"ICAM1",3383,5.08349622409734,0.000726566297538071
"RND1",27289,4.31735941139786,0.000726566297538071
"ACKR3",57007,4.06857911836234,0.000726566297538071
"TAP1",6890,2.51545332871741,0.00076863043165376
"JAG1",182,2.82390616860479,0.00186934035784488
"ATF3",467,3.54512832810948,0.00204696664134211
"CXCL5",6374,6.43451463302671,0.00204696664134211
"CXCL11",6373,3.46963557865252,0.00255103953360014
"BIRC3",330,5.81436613588323,0.00291624943268944
"CXCL8",3576,5.19468565989691,0.00360957854252873
"CLEC1A",51267,1.3068473999316,0.00360957854252873
"BMP2",650,2.4445905184544,0.00373927294139622
"CSF2",1437,4.70678254449815,0.00373927294139622
"NFKBIE",4794,2.15074253040273,0.00373927294139622
"CCL2",6347,3.84998859420397,0.00373927294139622
"AKAP11",11215,-0.570450991976864,0.00380079362581146
"SLC5A3",6526,-1.08904925920839,0.00424161057016022
"TNFAIP2",7127,5.03833527549914,0.00424161057016022
"SLC12A7",10723,1.11313090124999,0.00440921803012067
"JUNB",3726,2.45278185277884,0.00550253808908427
"IGF2BP3",10643,-0.592383497843658,0.00598170505898776
"F2RL1",2150,1.02680550182524,0.00602756247661378
"CAB39",51719,1.20769767205022,0.00606588711626325
"NOX4",50507,-0.931909051280666,0.00746461505736136
"CYLD",1540,2.38723531646703,0.0077503884391993
"PRKCH",5583,-0.940643839241281,0.0077503884391993
"SNCA",6622,-0.698922428057537,0.00832258656407704
"S100A3",6274,2.46053372297933,0.0088569580289044
"NFKBIA",4792,3.7821715777611,0.00906587642362279
"TNIP2",79155,1.5929970645912,0.0094392584548791
"EFNA1",1942,2.88499854436518,0.0100263905218049
"ST6GAL1",6480,1.26365927574607,0.0110525778172808
"DDX58",23586,2.71270227249844,0.0110525778172808
"PRCP",5547,0.632005671510553,0.0112315516473702
"CXCL2",2920,4.504915077548,0.0113235812961754
"F3",2152,4.54899475570237,0.0121228611075462
"SAT1",6303,1.6678038993043,0.0127548809368525
"IL1A",3552,3.08831238561558,0.0131919174240079
"ANGEL1",23357,0.406947016114961,0.0131919174240079
"NACC2",138151,-0.744037794593803,0.0131919174240079
"DNAJA1",3301,1.0025359850797,0.0135221595002831
"GBP1",2633,2.86395339158508,0.014995382194709
"CXCL1",2919,3.56349852561856,0.0193007410709899
"CXCL3",2921,6.16640555205691,0.0193007410709899
"SLC20A1",6574,-0.634790997165682,0.0193007410709899
"PALMD",54873,-2.10592345660248,0.0193007410709899
"DHX29",54505,-0.787063398354329,0.0204149283661699
"ETS2",2114,1.07032372670859,0.0210394171689955
"FAT4",79633,-1.67797590577424,0.0210394171689955
"CD47",961,1.78614333514508,0.0217759152692838
"MAP2K1",5604,0.76259837309185,0.0219029014798567
"TNFAIP1",7126,1.86420527238151,0.022642816391779
"PLAU",5328,2.74809467802642,0.0227727011419937
"BCL2L1",598,-0.237136796440616,0.0229179893471773
"KDM2A",22992,0.577843731197555,0.0229179893471773
"SDCBP",6386,0.496168109578376,0.0242526909261163
"SNN",8303,0.950033703713713,0.0242526909261163
"SMAD3",4088,1.48874052545524,0.0249843802506687
"PHACTR2",9749,-0.861689096811309,0.0262545098277635
"ADD3",120,0.942768640044298,0.0262862394065363
"CXCL6",6372,3.15811141061717,0.0262862394065363
"AASDHPPT",60496,-0.87252223966397,0.0262862394065363
"DNAJB4",11080,-2.54740778774914,0.0274592708466205
"TNFSF10",8743,3.42690002656955,0.0282364055996517
"TYMS",7298,-0.411971748232824,0.028881437165892
"CTSK",1513,1.99892835951367,0.029327083094032
"IFIH1",64135,3.88249526000056,0.0302315315464016
"TANK",10010,1.06833943236105,0.0306023740471483
"DRAM1",55332,0.818692886189867,0.0310750297442473
"PDE4B",5142,0.652810861940537,0.0313049110940792
"PMAIP1",5366,1.72108304646451,0.0313049110940792
"VPS37C",55048,0.808014733909166,0.0315035562951706
"SLC31A2",1318,1.86041323399549,0.0318931292103518
"PLPP3",8613,1.11728459767382,0.0333564864537906
"FUT8",2530,-0.71528993091467,0.0347384141816156
"GABARAPL2",11345,0.734238106541536,0.0391974093043016
"PTPRK",5796,1.31923135899378,0.0395504210334134
"CBR4",84869,-0.598423249667237,0.0395504210334134
"FZD6",8323,1.24328777782529,0.0405233904880066
"IFNGR1",3459,1.85715924491213,0.0419552219075676
"ARHGAP29",9411,-0.509013431539065,0.0433336540579854
"TNIP1",10318,2.98404663156408,0.0439838811755877
"PROCR",10544,-0.891567030919473,0.0439838811755877
"SQOR",58472,1.42054882664111,0.0465093108303757
"DACH1",1602,-2.51382561747096,0.0478054987900184
"ISG20",3669,1.27623952501132,0.0482682343556561
"SAMD4A",23034,1.68510528967921,0.0511126876428763
"LTBP1",4052,-0.848848788573491,0.0520911042497
"TCIM",56892,2.08897702909766,0.0542883409766856
"MIS12",79003,-0.350112945246513,0.0542883409766856
"NR2F2",7026,-1.7987539008053,0.057520071886545
"FEZ2",9637,-0.239883091754246,0.057520071886545
"PRKACB",5567,-1.3392724343286,0.0578570262923536
"NFIB",4781,-1.64874261283057,0.0579257893038347
"SLC2A6",11182,1.90621581083027,0.0579257893038347
"SMOX",54498,0.503279270525121,0.0579257893038347
"LAMC2",3918,2.67610191567103,0.0613079492834337
"CEP57",9702,-0.707319990973922,0.0613079492834337
"ARSJ",79642,0.721639422325927,0.0657660208986201
"MAPK6",5597,0.982086785812413,0.0667744071032865
"IFNGR2",3460,1.24645643808323,0.066957305852214
"BCL2A1",597,3.66054878353304,0.0670693040656276
"EMP1",2012,-0.992420423011982,0.0670693040656276
"MEF2C",4208,-1.45866250061462,0.0670693040656276
"SSFA2",6744,-0.713999143717039,0.0679714777205076
"IER5",51278,1.17988129637602,0.0679714777205076
"ATG4A",115201,-0.868329371567348,0.0679714777205076
"DTL",51514,-1.53102394259159,0.0685234556564868
"AMD1",262,-0.486926809646949,0.0687088115757421
"BIRC2",329,0.990317135999781,0.0687088115757421
"CTSS",1520,1.59559326789698,0.0687088115757421
"DAB2",1601,-0.547361119984382,0.0687088115757421
"NRIP1",8204,1.66123700235373,0.0687088115757421
"PPM1D",8493,-1.57723532078095,0.0687088115757421
"PREPL",9581,-0.598450577722984,0.0687088115757421
"MTSS1",9788,1.0793700607236,0.0687088115757421
"PHTF2",57157,-0.683494442086285,0.0687088115757421
"RNF19B",127544,1.51791914583373,0.0687088115757421
"GATA3",2625,-1.13410786993534,0.0688211546043431
"HIVEP2",3097,2.2881000356268,0.0688211546043431
"RPS6KA2",6196,1.01032963554106,0.0688211546043431
"ADGRG6",57211,-1.84836971210064,0.0688211546043431
"RAPGEF5",9771,2.11298504186768,0.0688809968379631
"CFLAR",8837,0.65730925004779,0.0689654047336295
"SQSTM1",8878,1.38683374132449,0.0695711377546126
"SLC35G2",80723,0.460768829242626,0.0731993044190408
"MAT2A",4144,-0.343680112387222,0.0754056304668233
"RAB40B",10966,-1.30616689059018,0.0757559277423267
"OTUD4",54726,0.866244174436392,0.0757559277423267
"HLA-E",3133,0.572912413822221,0.075838815090156
"PSMG1",8624,-0.329135239089577,0.075838815090156
"BTG3",10950,0.587550294699275,0.075838815090156
"SPDL1",54908,-0.393466829477447,0.0773093296972223
"ALMS1",7840,-0.73861393926772,0.0788205532604481
"BTN2A2",10385,1.34358899565291,0.0788205532604481
"PHF11",51131,1.34761469273312,0.0813767217657975
"PANX1",24145,1.20190060709959,0.0831815565884374
"SLC25A46",91137,-0.497951784529503,0.0831815565884374
"OPTN",10133,1.32613995594732,0.0843507557190401
"CLIP2",7461,0.716007018905528,0.0896899407098191
"APOL3",80833,2.24853632017597,0.0907750071740021
"CDC6",990,-1.67389324120964,0.0921813611816783
"CYB5R3",1727,0.19016647547161,0.0924252618826224
"PFKFB3",5209,1.39820752375139,0.0924252618826224
"ABCG1",9619,1.9578213962791,0.0933500794890507
"TMEM165",55858,-0.471663644945618,0.0933500794890507
"TMEM41B",440026,-0.493457704460251,0.095116508112043
"USP1",7398,-0.784021132607997,0.0959100149478844
"DHRS7",51635,0.459456939680924,0.0961794016558042
